# presetdiff.py v1 (2026-09-10) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python presetdiff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# SCOPE: the `generated` bucket only — Data/, Lua/BuildingTemplate/, Lua/XDef/, Lua/ClassDefs/. DLC/ excluded.
# PRESETS: 1.0.7=14409  1.1.0=14986. Identity is `class::id::group` (how the GAME names a preset), with id-less presets keyed `class::file#ordinal`. Matched presets whose FILE moved: 0. Ambiguous ids needing a disambiguator: 1.0.7=1 1.1.0=0.
# ⭐ ROUTED TO 02, NOT READ HERE: the tech registry exists TWICE in 1.1.0 — 264 `TechPreset` in 1.0.7 became 274 `TechPreset` PLUS 441 `Tech`, and 258 of the 1.0.7 ids appear under both classes in the new tree. Mechanical count only; what it means is a reader's question.
# ⛔ REORDER IS NOT A ROW, BY CONSTRUCTION: rows are keyed by key PATH, so re-emitting a preset's keys in another order with equal values yields nothing. 0 presets are in exactly that state — COUNTED here so that `no rows` and `never looked` do not look alike.
# ROWS BY CHURN CLASS: COMMENT=1  REINDEX=10462  REINDEX-SWAP=1924  T-ID=22  added-preset=1471  none=22738  removed-preset=894   ⭐ `none` is the READABLE PILE — the rows 04's registry agents actually read.
# ⭐ THE GENERATED-LUA TWINS, so 04 can confirm they carry nothing extra: 1.1.0 files parsed per registry — Data=2191, Lua/BuildingTemplate=292, Lua/ClassDefs=7, Lua/XDef=426 | 1.0.7 — Data=2143, Lua/BuildingTemplate=288, Lua/ClassDefs=9, Lua/XDef=400
# ⚠️ CHURN CLASSES ARE CLAIMS. Each is a rule asserting a row is uninteresting; `python tools/presetdiff.py --sample <class>` prints rows so one can be falsified. A single row where a rule hid a real value change VOIDS that class.
file	class	id	key	value107	value110	churn-class	flags
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_2H8OethF	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_2H8OethF	DetailLevel	100	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_2H8OethF	Environment	"Asteroid"	set("Asteroid")	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_2Kllog5H	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_2Kllog5H	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_2LmrDzQH	<preset>	<removed>		removed-preset	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_2VBCTnzX	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_2YTe9U_8	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_2tPGWt0n	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_2tPGWt0n	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_2yg2dgw5	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_3Du9TZ5G	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_3IVf3T1D	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_3KC09bwV	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_3KC09bwV	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_3KC09bwV	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_3KC09bwV	GameTime	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_3XNL6AJy	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_3XNL6AJy	Environment	"Surface"	set("Surface")	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_3dAreSb0	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_3snL1pEp	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4-CoOScS	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4B_H9DG1	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4D32dej0	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4D32dej0	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4N4OIWf7	<preset>		<added>	added-preset	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4Pa_avSI	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4R11K3YU	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4R11K3YU	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4R11K3YU	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4aKjtWcv	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4fnzq4bT	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4fnzq4bT	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4fv6QhYz	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_4fv6QhYz	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_5oE3i40J	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_61ls7UMJ	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_63NmtzgJ	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_6E08Z1HV	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_6W6wzbEF	DynamicName1	<absent>	"AnimatedTrajectory"	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_6W6wzbEF	DynamicName2	<absent>	"OverrideAnimRadius"	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_6W6wzbEF	DynamicName3	<absent>	"OverrideAnimRadiusValue"	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_6mgVyp1p	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_6vuVGafA	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7M_5hbvM	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7OahZYkS	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7OahZYkS	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7SFkKSV8	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7TbkApfa	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7TbkApfa	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7bAzL9J5	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7bAzL9J5	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7gMAUkvx	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7itI-ccw	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7pCzw7hE	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7rfGj8V1	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7zU7uJ9i	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_7zU7uJ9i	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_83phg2XF	<preset>	<removed>		removed-preset	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_8EYaOYDL	<preset>	<removed>		removed-preset	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_8VCtFpKK	<preset>	<removed>		removed-preset	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_8Vb4isUj	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_8b5bAIrc	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_8b5bAIrc	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_90vF62NH	<preset>	<removed>		removed-preset	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_9TFFvZ_6	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_9XUafbyM	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_9kEOn3iP	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_9kEOn3iP	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_9vcF_UHI	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_AOSLT87w	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_AbBAoR4E	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_AbBAoR4E	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_AbBAoR4E	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Ar3D6SQ3	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Ar3D6SQ3	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_B9AWr61e	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_B9AWr61e	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_BAumv88a	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_BM52neuO	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_BPPGKn9k	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_BQzWvC3l	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_BU54dxal	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_BX9kJF3U	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_BX9kJF3U	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_BXQxmGYv	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_BiLGjpf2	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_BiLGjpf2	Environment	"Surface"	set("Surface")	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_BrDcZWFV	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_C3vbzRUn	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_CDsY964g	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_CIi1yxov	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_CODbpPX1	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_CkH3US7Z	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Cm_P5G49	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_D6ohzvOK	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_D6ohzvOK	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_DD7J9Hn3	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_DVCwPqUb	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_DlKcWbWR	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_DlKcWbWR	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Dtew7IYT	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Dv_GNk4v	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Dv_GNk4v	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_EBPp5ZO3	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_EBPp5ZO3	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_EBPp5ZO3	DetailLevel	100	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_EBPp5ZO3	Environment	"Asteroid"	set("Asteroid")	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_EVIbKeoQ	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Ep4QlWw5	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Ep4QlWw5	Environment	"Underground"	set("Underground")	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_FUgm-sMN	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Fc0jU_Yo	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_FsrqVRil	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_FsrqVRil	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_FwrQe5r4	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_G4eVLUDT	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_GMso7dDY	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_GXT-1BK8	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_GXT-1BK8	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_GXT-1BK8	DetailLevel	100	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_GXT-1BK8	Environment	"Asteroid"	set("Asteroid")	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_GfF9JHUZ	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_GfF9JHUZ	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Go7g-mQN	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Go7g-mQN	Environment	"Underground"	set("Underground")	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_H_hkrzC0	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_HamCaPPJ	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Hj9wICWs	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_HjiXeNyQ	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_I-Benjn1	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_I5xVI2-x	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_IDjpCkH9	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_IDjpCkH9	Environment	"Asteroid"	set("Asteroid")	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_IsaeEehK	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Iwe7eV5l	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_J1ckoGpU	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_J1ckoGpU	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_J1ckoGpU	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_J6SvBh6Y	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_J6SvBh6Y	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_J6SvBh6Y	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_J6SvBh6Y	Environment	"Surface"	set("Surface")	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_JJvRhPeq	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_JKAx6O-u	AlwaysGatherForVisibility	<absent>	true	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_JKAx6O-u	AlwaysVisible	true	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_JUgm5Mjj	DetailLevel	60	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Jghlsr41	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_JguCOrI0	DetailLevel	40	<absent>	none	
Data/FXPreset/ActionFXParticles.lua	ActionFXParticles	Particles_Jh3p1r08	DetailLevel	40	<absent>	none	
