# treediff.py v1.1 (2026-09-10, indented orphans covered) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python treediff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# NORMALISATION: CRLF->LF, trailing whitespace stripped per line; leading indentation KEPT; ⭐ COMMENTS ARE KEPT AND COUNT — a whitespace-only diff is NOT a row, a changed comment IS a row.
# DELIMITER: luafn.find_bodies, imported not re-implemented. Keys collapse `Class:Method` and `Class.Method`; the separator actually written is the first character of the sig columns.
# COVERAGE (v1.1): indent-0 declarations, five forms (function C:M / function C.M / function G / local function f / [local] x = function), PLUS every INDENTED declaration of those forms that lies OUTSIDE every enumerated span — table-field methods, sequence `Run = function(seq_state)` steps, file-level nested locals — keyed `name@<anchor>` and flagged INDENTED (ONE-LINE when the declaration closes itself: that row hashes its own line only, deliberately, so a neighbour's edit cannot re-hash it; the indent-0 pass keeps the delimiter's over-span untouched, checklist 135). Indented declarations INSIDE an enumerated span are covered by the outer body's hash and not listed. Orphans on the 1.1.0 side: 1050 in `hand` files, 1885 in `generated` (613 one-line); 1377 identical across the trees, 1910 rows. Total indented declarations for comparison: 8473 (4883 hand, 3590 generated). STILL NOT COVERED: every anonymous `function(` literal passed as an argument. ⛔ A function never emitted is not a function that did not change.
# FILES: changed=2437 identical=1963 added=166 removed=36 (DLC/ excluded: 151 paths). ⭐ MANIFEST RE-DERIVATION CONTROL vs chain README §0 (which counts DLC): 2437+7=2444 changed, 1963+5=1968 identical, 166+139=305 added, 36+0=36 removed — MATCHES; the 139 DLC adds are 138 `DLC/norman` + 1 `DLC/thomas`.
# FPK PARITY (EF-085, measured 2026-09-10): every `Lua/`, `CommonLua/` and `Data/` file in the archived 1.1.0 Src ships BYTE-IDENTICAL in Packs\Lua.fpk / Packs\Data.fpk — 0 divergent. ⇒ NO ROW CARRIES `FPK-DIVERGENT`, because there is nothing to flag. ⛔ That proves the bytes match, not that the game executes them (EF-078 stands).
# FUNCTIONS: 1.0.7=27762 1.1.0=30355 | IDENTICAL (counted, not listed)=23516 | SPAN-SUSPECT=441 declarations (the one-line-function trap, MEASURED — see the tool header; ⛔ NOT fixed here, a delimiter change re-hashes every SRC: pin in Code/) | MULTI=474 declarations | spans reaching EOF=567
# RENAME? is a HINT, never a verdict, and it is GUARDED: a partner needs >=4 distinct non-blank body lines and <=3 candidates. Rejected as too trivial to be evidence: 706 added rows (bodies like `end` or `return true`); rejected as ambiguous (one body, many partners): 0. Those are NOT `no match` — they are `too generic to say`.
# CALLERS: class (b′). Every call site, in BOTH trees, of every `sig` or `body+sig` function in a `hand` file (290 callees).
# ⭐⭐ READ THIS FIRST: **a `same` call line against a CHANGED SIGNATURE is the F117 shape, and it is the single highest-yield row class in this chain.** The callee's contract moved; this call site's text did not. F117 is exactly that, and the developers wrote it themselves. status counts: changed=682 gone=331 new=618 same=2465
# `same`-against-changed-signature by file, top 12: Lua/Buildings/StorageDepot.lua=39 | CommonLua/Ged/GedPropEditors.lua=38 | Lua/Mysteries/Fireflies.lua=34 | Lua/Buildings/Building.lua=31 | Lua/Construction/Construction.lua=30 | CommonLua/Ged.lua=29 | Lua/Mysteries/MirrorSphere.lua=28 | CommonLua/Ged/GedPanel.lua=26 | Lua/UniversalRocket.lua=25 | Lua/Mysteries/Crystals.lua=25 | Lua/Buildings/RocketBase.lua=22 | Lua/Meteors.lua=22
# ⛔ TEXT-LEVEL, AND THAT IS THE WHOLE BOUND. Matching is `Name(`, `:Name(`, `.Name(` by text on the bare name, so it CANNOT see a dynamic dispatch (`self[name]`, a preset's `func` field, `Msg` handlers — chain blind spot 7), it cannot tell two classes' same-named methods apart, and it counts a mention inside a string or a comment. ⛔ IT DOES NOT BOUND REACH.
# PAIRING RULE, stated because it is an assumption: within one file, the k-th call site of a name in 1.0.7 is paired with the k-th in 1.1.0. Equal text => `same`, different => `changed`, unpaired => `new`/`gone`. If call sites were REORDERED inside a file, that pairing mislabels — read the line, not the label.
callee_file	callee_function	name	call_file	call_line107	call_line110	status	call_text
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Buildings/RecipeProductionBuilding.lua		1000	new	new_pile:AddResourceAmount(amt, res, false)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Buildings/ResourceStockpile.lua	483	493	changed	self:AddResourceAmount(amount, resource, notify_parents)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Buildings/ResourceStockpile.lua	516	531	changed	self:AddResourceAmount(amount_to_add, self.resource)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Buildings/ResourceStockpile.lua	712	739	changed	self:AddResourceAmount(-amount_to_remove, self.resource)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Buildings/ResourceStockpile.lua	1120	1240	changed	best_stock:AddResourceAmount(amount, resource)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Buildings/Station.lua		219	new	pile:AddResourceAmount(amt, res, false)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Buildings/StockpileController.lua	143	304	changed	self.stockpiles[self.next_stockpile_idx]:AddResourceAmount(amount_to_stock, resource, false)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Buildings/StockpileController.lua	161	321	changed	self.stockpiles[self.next_stockpile_idx]:AddResourceAmount(-amount, resource, false)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Buildings/StockpileController.lua		388	new	pool:AddResourceAmount(snap.amount, snap.resource, true)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Buildings/StorageDepot.lua	1223	1293	changed	self.stockpiles[1]:AddResourceAmount(amount_to_add_to_stock, resource)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/DustStorm.lua	280	313	changed	obj:AddResourceAmount(-amount, "Fuel", true)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Meteors.lua	680	808	changed	obj:AddResourceAmount(-amount, "Fuel", true)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Meteors.lua	810	952	changed	obj:AddResourceAmount(-amount, "Fuel", true)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Mysteries/BlackCubes.lua	222	232	changed	self:AddResourceAmount(-subtract, self.resource) --this will update our supply request
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Spoilage.lua		53	new	pile:AddResourceAmount(-spoil, res, true)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Spoilage.lua		61	new	pile:AddResourceAmount(-spoil, res, true)
Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	AddResourceAmount	Lua/Units/RCDriller.lua	115	115	changed	stock_pile:AddResourceAmount(production, deposit.resource)
Lua/Units/Colonist.lua	Colonist.AddToLog	AddToLog	Lua/Units/Colonist.lua	3809	4720	changed	self:AddToLog("log_health", amount, reason)
Lua/Units/Colonist.lua	Colonist.AddToLog	AddToLog	Lua/Units/Colonist.lua	3839	4749	changed	self:AddToLog("log_sanity", amount, reason)
Lua/Units/Colonist.lua	Colonist.AddToLog	AddToLog	Lua/Units/Colonist.lua	3853	4800	changed	self:AddToLog("log_comfort", amount, reason, permanent)
Lua/Units/Colonist.lua	Colonist.AddToLog	AddToLog	Lua/Units/Colonist.lua	3917	4844	changed	self:AddToLog("log_morale", amount, reason, permanent)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Data/ClassDef-Effects.lua	2652	2635	changed	colonist:Affect(self.Status, self.Apply, nil, nil, self.Explanation)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Data/StatusEffectPreset.lua		89	new	colonist:Affect("StatusEffect_Stuffed", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Data/StatusEffectPreset.lua		119	new	colonist:Affect("StatusEffect_Stuffed", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Data/StatusEffectPreset.lua		168	new	colonist:Affect(self.id, false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Data/StatusEffectPreset.lua		269	new	colonist:Affect("StatusEffect_Stuffed", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Buildings/Community.lua	411	477	same	colonist:Affect("StatusEffect_Dehydrated", not self:HasWater(), t)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Buildings/Community.lua	412	478	same	colonist:Affect("StatusEffect_Suffocating", not_breathable and not self:HasAir(), t)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Buildings/Community.lua	413	479	same	colonist:Affect("StatusEffect_Freezing", not_breathable and not self:HasPower(), t)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Buildings/OpenAirGym.lua		12	new	unit:Affect("StatusEffect_InsulinResistant", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/ClassDefs/ClassDef-Effects.generated.lua	1662	1643	changed	colonist:Affect(self.Status, self.Apply, nil, nil, self.Explanation)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Mysteries/MirrorSphere.lua	237	238	same	colonist:Affect("StatusEffect_Irradiated", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Mysteries/MirrorSphere.lua	252	253	same	colonist:Affect("StatusEffect_Irradiated", "start", false, "force")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/ScriptStatements.lua		159	new	colonist:Affect(status, apply, nil, nil, explanation)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/StatusEffectPreset.lua		152	new	colonist:Affect(self.id, "start", nil, "force")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/StatusEffectPreset.lua		158	new	colonist:Affect(self.id, false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/StatusEffects.lua	254		gone	unit:Affect(self.class, false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Terraforming.lua	342	349	same	Affect(colonist, "StatusEffect_Suffocating_Outside", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Terraforming.lua	344	351	same	Affect(colonist, "StatusEffect_Suffocating", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Terraforming.lua	345	352	same	Affect(colonist, "StatusEffect_Freezing", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	292	358	same	self:Affect("StatusEffect_Homeless", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	293	359	same	self:Affect("StatusEffect_Unemployed", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	707	1001	changed	self:Affect("StatusEffect_Hungry", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	708	1002	changed	self:Affect("StatusEffect_Starving", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	709	1004	changed	self:Affect("StatusEffect_Malnourished", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	710	1005	changed	self:Affect("StatusEffect_Freezing", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	711	1006	changed	self:Affect("StatusEffect_Suffocating", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	997	1007	changed	self:Affect("StatusEffect_Suffocating_Outside", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	1369	1008	changed	self:Affect("StatusEffect_Dehydrated", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	1377	1009	changed	self:Affect("StatusEffect_Dehydrated_Outside", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	1836	1301	changed	self:Affect(effect, false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	1886	1689	changed	self:Affect("StatusEffect_Unemployed", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	2283	1697	changed	self:Affect("StatusEffect_Unemployed", "start")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	2287	2279	changed	self:Affect("StatusEffect_StressedOut", "start")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	2385	2890	changed	self:Affect("StatusEffect_Homeless", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	2386	2894	changed	self:Affect("StatusEffect_Homeless", "start")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	3731	3026	changed	self:Affect("StatusEffect_Suffocating_Outside", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	3734	3027	changed	self:Affect("StatusEffect_Dehydrated_Outside", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	3767	4578	changed	self:Affect("StatusEffect_Suffocating_Outside", "start", nil, "force")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	3877	4581	changed	self:Affect("StatusEffect_Dehydrated_Outside", "start", nil, "force")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	3888	4624	changed	self:Affect("StatusEffect_Starving", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	4214	4625	changed	self:Affect("StatusEffect_Malnourished", "start")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	4281	4628	changed	self:Affect("StatusEffect_Hungry", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4629	new	self:Affect("StatusEffect_Starving", "start")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4631	new	self:Affect("StatusEffect_Hungry", "start")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4652	new	self:Affect("StatusEffect_Malnourished", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4653	new	self:Affect("StatusEffect_Starving", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4655	new	self:Affect("StatusEffect_Hungry", "start")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4658	new	self:Affect("StatusEffect_Hungry", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4818	new	self:Affect("StatusEffect_Earthsick", "start")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4828	new	self:Affect("StatusEffect_Earthsick", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		5141	new	self:Affect("StatusEffect_Earthsick", "start")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		5208	new	self:Affect("StatusEffect_Malnourished", "start")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/ColonistTransport.lua		830	new	self:Affect("StatusEffect_Stranded", "start", nil, "force")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/ColonistTransport.lua		832	new	self:Affect("StatusEffect_Stranded", false)
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/_fixup.lua		2398	new	colonist:Affect(effect_id, "start")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/_fixup.lua		2424	new	colonist:Affect("StatusEffect_Hungry", "start")
Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/_fixup.lua		2435	new	colonist:Affect("StatusEffect_Malnourished", false) -- clears the -performance modifier
CommonLua/Core/classes.lua	AutoResolve	AutoResolve	CommonLua/Core/classes.lua	1070	1418	changed	AutoResolve(classname, members, auto_resolved, append_methods)
Lua/Research.lua	Research.BoostTechField	BoostTechField	Data/ClassDef-Effects.lua		3885	new	BoostTechField(field, amount)
Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/Buildings/LowGLab.lua	9	9	changed	BoostTechField("Industry", 20)
Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/Buildings/LowGLab.lua	10	10	changed	BoostTechField("Habitation", 20)
Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/ClassDefs/ClassDef-Effects.generated.lua		2479	new	BoostTechField(field, amount)
Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/MarsGameEffects.lua	100	127	same	colony:BoostTechField(self.Field, self.Percent)
Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/Research.lua	447	237	same	@function void Gameplay@BoostTechField(string field, int percent)
Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/Research.lua	452	242	same	return UIColony:BoostTechField(field, percent)
Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/ScriptStatements.lua		399	new	CodeTemplate = "BoostTechField(self.Field, self.Amount)",
Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/Sequences/SA_Gameplay.lua		849	new	BoostTechField(self.Field, self.Amount)
Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/Tech.lua	227	227	same	research:BoostTechField(self.Field, self.Percent)
Lua/Units/Drone.lua	BumpDroneUnreachablesVersion	BumpDroneUnreachablesVersion	Lua/Buildings/Building.lua	523	546	changed	BumpDroneUnreachablesVersion(self:GetMap())
Lua/Units/Drone.lua	BumpDroneUnreachablesVersion	BumpDroneUnreachablesVersion	Lua/Landscape/Landscaping.lua	326	328	changed	BumpDroneUnreachablesVersion(map)
Lua/Units/Drone.lua	BumpDroneUnreachablesVersion	BumpDroneUnreachablesVersion	Lua/Units/Drone.lua		936	new	BumpDroneUnreachablesVersion(map or CurrentMap)
Lua/Buildings/CrystalStatue.lua	CrystalStatue.CalculateMoraleBoost	CalculateMoraleBoost	Lua/Buildings/CrystalStatue.lua	27	41	changed	local morale_boost = statues[1]:CalculateMoraleBoost()
Lua/SafariRouteInteractionHandler.lua	CalculateRouteLength	CalculateRouteLength	Lua/SafariRouteInsertWaypointHandler.lua	10		gone	local length = CalculateRouteLength(next_route)
Lua/SafariRouteInteractionHandler.lua	CalculateRouteLength	CalculateRouteLength	Lua/SafariRouteInteractionHandler.lua	65	38	changed	local length = CalculateRouteLength(route, safari)
Lua/SafariRouteInteractionHandler.lua	CalculateRouteLength	CalculateRouteLength	Lua/SafariRouteInteractionHandler.lua	103	57	changed	local length = CalculateRouteLength(route, safari)
Lua/SafariRouteInteractionHandler.lua	CalculateRouteLength	CalculateRouteLength	Lua/SafariRouteInteractionHandler.lua		210	new	local length = CalculateRouteLength(next_route, dialog.unit)
