# 02 triage tags (vanillahunt link 02, smr-bugfixpack-b6, 2026-09-10) — working copy of 01's INVENTORY.tsv; ⛔ 01's file is untouched, this file is the parent's; regenerate from the parent's scratch scripts, never hand-edit rows.
# treediff.py v1.2 (2026-09-10, indented orphans covered; NOROWS) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python treediff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# NORMALISATION: CRLF->LF, trailing whitespace stripped per line; leading indentation KEPT; ⭐ COMMENTS ARE KEPT AND COUNT — a whitespace-only diff is NOT a row, a changed comment IS a row.
# DELIMITER: luafn.find_bodies, imported not re-implemented. Keys collapse `Class:Method` and `Class.Method`; the separator actually written is the first character of the sig columns.
# COVERAGE (v1.1): indent-0 declarations, five forms (function C:M / function C.M / function G / local function f / [local] x = function), PLUS every INDENTED declaration of those forms that lies OUTSIDE every enumerated span — table-field methods, sequence `Run = function(seq_state)` steps, file-level nested locals — keyed `name@<anchor>` and flagged INDENTED (ONE-LINE when the declaration closes itself: that row hashes its own line only, deliberately, so a neighbour's edit cannot re-hash it; the indent-0 pass keeps the delimiter's over-span untouched, checklist 135). Indented declarations INSIDE an enumerated span are covered by the outer body's hash and not listed. Orphans on the 1.1.0 side: 1050 in `hand` files, 1885 in `generated` (613 one-line); 1377 identical across the trees, 1910 rows. Total indented declarations for comparison: 8473 (4883 hand, 3590 generated). STILL NOT COVERED: every anonymous `function(` literal passed as an argument. ⛔ A function never emitted is not a function that did not change.
# FILES: changed=2437 identical=1963 added=166 removed=36 (DLC/ excluded: 151 paths). ⭐ MANIFEST RE-DERIVATION CONTROL vs chain README §0 (which counts DLC): 2437+7=2444 changed, 1963+5=1968 identical, 166+139=305 added, 36+0=36 removed — MATCHES; the 139 DLC adds are 138 `DLC/norman` + 1 `DLC/thomas`.
# FPK PARITY (EF-085, measured 2026-09-10): every `Lua/`, `CommonLua/` and `Data/` file in the archived 1.1.0 Src ships BYTE-IDENTICAL in Packs\Lua.fpk / Packs\Data.fpk — 0 divergent. ⇒ NO ROW CARRIES `FPK-DIVERGENT`, because there is nothing to flag. ⛔ That proves the bytes match, not that the game executes them (EF-078 stands).
# FUNCTIONS: 1.0.7=27762 1.1.0=30355 | IDENTICAL (counted, not listed)=23516 | SPAN-SUSPECT=441 declarations (the one-line-function trap, MEASURED — see the tool header; ⛔ NOT fixed here, a delimiter change re-hashes every SRC: pin in Code/) | MULTI=474 declarations | spans reaching EOF=567
# RENAME? is a HINT, never a verdict, and it is GUARDED: a partner needs >=4 distinct non-blank body lines and <=3 candidates. Rejected as too trivial to be evidence: 706 added rows (bodies like `end` or `return true`); rejected as ambiguous (one body, many partners): 0. Those are NOT `no match` — they are `too generic to say`.
# 02 COLUMNS: rid = R + 1-based data-row index of INVENTORY.tsv (stable while 01's file is). system = the BINDING partition (02 brief §2.A); link = 03 | 04-A turf | 04-B colony | 04-C engine | 04-D removed/added+storage | 04-E presets — dlc-adjacent overrides every system (disjoint by construction). system_rule = the rule that fired (path / class prefix / basename / hand: <reason>). dlc_terms = the APPLIED match (T1 literal, T2~ narrowed); dlc_literal = every literal hit of all 25 brief terms, applied or not — ⛔ an untagged row with dlc_literal is 04's, and a seam 04 finds there is a note to 03.
# 02 DLC TAG (unit B), a stated DEVIATION from the brief's literal list: T1 = Food Meal Crop Farm Fungal Bakery Replicator Restaurant Insect Animal Hunger Starv Consumption FoodService norman thomas IsDlcAvailable AssemblyOfPlanets LawOffice ServiceBuilding, LITERAL substring, + the 51 class/global names declared in DLC/norman/Code + DLC/thomas/Code (word-bounded); T2 = Tech Resource Law Policy Cargo in their QUALIFIED sense only (registry/walk forms, word-bounded). Literal matching of all 25 would tag 2,918 rows (8,209 readable preset rows) and fence them off from 04 while 03 cannot hold them — over-tagging makes rows UNREAD, under-tagging leaves them with 04. Text matched: the 1.1.0 body (1.0.7 body for removed rows) + both signatures.
# 02 FAN-OUT (unit C): class/change/seam/guard/verdict/smell come from a judgement agent that read BOTH bodies (batch + round in triage_note, brief hash in TRIAGE.md §2). `*` classes (e.g. (f)*) are MECHANICAL by kind, not read. ⛔ A CHURN verdict is an agent's claim, UNREAD by anyone else; a SMELL is a PASSING candidate for the owning link to derive, not a finding; no row here is a defect.
# 02 FIELD-REPORT TAGS (README §2b, owner 2026-09-10), column `fr`, BY FUNCTION: FR-1(a) = entry functions on the New Game -> first sol path (OnMsg NewGame/NewMap*/CityStart/ChangeMapDone/MapGen*, RandomMapGenerator.*, MapGen.*, StartNewGame, InitNewGameMissionParams, City/Colony Init*, Create/Change/Switch/Init/SetupMap*, PreGameMission.lua Start/Launch/Begin/NewGame/Apply/Init functions) + ONE HOP of changed callees (text-level; a callee name declared by >3 changed rows is not followed); FR-1(b) = an FR-1 row branching on IsDlcAvailable/norman -> link 03; FR-1(c) = CommonLua/Classes/Lightmodel.lua + RenderFeaturesParams* rows + bodies naming upscaler/DLSS/XeSS/FSR/AA; FR-1(d) = a changed line assigning hr.*; FR-2 = deep-scan/probe/exploration/reveal/subsurface names or deep-scan body terms + one hop; FR-3 = an ADDED or CHANGED line creating/shortening periodic work (Create*Thread, *Repeat, Sleep, WaitMsg, WaitWakeup, DelayedCall) or a new high-frequency OnMsg handler. ⛔ An FR tag does not move a row out of its system (except FR-1(b)); it orders the reading. A tag is a surface, not a cause.
rid	file	function	kind	bucket	line107	line110	sig107	sig110	flags	system	link	system_rule	dlc	dlc_terms	dlc_literal	span107	span110	batch	class	change	seam	guard	verdict	smell	fr	triage_note
R00021	CommonLua/Classes/ActionFX.lua	ActionFX.GetLocObj	body+sig	hand	1245	1318	:actor,target	:actor,target,action_pos		commonlua	04-C	path CommonLua/**				1245-1275	1318-1350	B16	(b)+(b′)	new third param `action_pos`; `Source == "ActionObj"` returns `action_pos` when valid	FX × ActionObj source	-	WORTH-READING: old 2-arg callers ActionFX.lua:2052 (Sound DestroyFX), :2821 (Particles BehaviorFollow), :3967 (Colorization DestroyFX), _fixup.lua:1335 (FXShouldPlay) get no object for ActionObj sources their SourceItems allow	none		fan-out B16 round r1
R00022	CommonLua/Classes/ActionFX.lua	ActionFX.IsCurrentMapOnly	added	hand		1123		:		commonlua	04-C	path CommonLua/**					1123-1134		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00023	CommonLua/Classes/ActionFX.lua	ActionFX.TrackFX	body	hand	1058	1119	:	:		commonlua	04-C	path CommonLua/**				1058-1060	1119-1121	B16	(a)	`self.behaviors and true or false` -> `#self.behaviors > 0 or self.Time > 0`	none	GUARD- `self.behaviors and`	WORTH-READING: class default `behaviors = false` (ActionFX.lua:952) now goes through `#`; Time > 0 now tracks	none		fan-out B16 round r1
R00024	CommonLua/Classes/ActionFX.lua	ActionFXCameraShake.GetEditorDescInfo	added	hand		2916		:		commonlua	04-C	path CommonLua/**					2916-2918		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00025	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	body+sig	hand	3824	3938	:actor,target	:actor,target,action_pos,action_dir		commonlua	04-C	path CommonLua/**				3824-3844	3938-3958	B16	(b)	PlayFX gains `action_pos, action_dir` and passes `action_pos` to `GetLocObj`	FX × ActionObj source	-	WORTH-READING: matches base PlayFX arity; caller table is homonym noise	tell 3: `ActionFXColorization:DestroyFX` still calls `GetLocObj(actor, target)` (ActionFX.lua:3967) while PlayFX resolves with `action_pos` @ 110:3939		fan-out B16 round r1
R00026	CommonLua/Classes/ActionFX.lua	ActionFXControllerRumble.GetEditorDescInfo	added	hand		3683		:		commonlua	04-C	path CommonLua/**					3683-3685		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00027	CommonLua/Classes/ActionFX.lua	ActionFXInherit.GetEditorView	added	hand		1583		:		commonlua	04-C	path CommonLua/**					1583-1585		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00028	CommonLua/Classes/ActionFX.lua	ActionFXInitialColorization.PlayFX	body	hand	3899	4013	:actor,target,action_pos,action_dir	:actor,target,action_pos,action_dir		commonlua	04-C	path CommonLua/**				3899-3909	4013-4023	B16	(a)	passes `action_pos` to `GetLocObj(actor, target, action_pos)`	FX × ActionObj source	-	WORTH-READING: new source kind flows through	none		fan-out B16 round r1
R00029	CommonLua/Classes/ActionFX.lua	ActionFXLight.GetEditorDescInfo	added	hand		3752		:		commonlua	04-C	path CommonLua/**					3752-3756		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00030	CommonLua/Classes/ActionFX.lua	ActionFXLight.PlaceFXLight	body	hand	3699	3813	:actor,target,obj,spot,posx,posy,posz,angle,axisx,axisy,axisz,action_pos,action_dir	:actor,target,obj,spot,posx,posy,posz,angle,axisx,axisy,axisz,action_pos,action_dir		commonlua	04-C	path CommonLua/**				3699-3751	3813-3865	B16	(d)	`self.AlwaysRenderable` with `gofAlwaysRenderable` -> `self.AlwaysGatherForVisibility` with `gofAlwaysGatherForVisibility`	FX light × engine visibility flag	-	WORTH-READING: property renamed	tell 3: 1.0.7 light read `self.AlwaysRenderable` @ 107:3712 while the particle and object siblings read `self.AlwaysVisible` (107:2628, 107:3327)		fan-out B16 round r1
R00031	CommonLua/Classes/ActionFX.lua	ActionFXObject.GetEditorDescInfo	added	hand		3211		:		commonlua	04-C	path CommonLua/**					3211-3213		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00032	CommonLua/Classes/ActionFX.lua	ActionFXObject.GetProperties	body	hand	3145	3247	:	:		commonlua	04-C	path CommonLua/**				3145-3168	3247-3274	B16	(a)	`no_edit` evaluated on `self` when `prop.fx_eval_self`, and such props get `new_prop.no_edit = nil`	none	-	WORTH-READING: editor property visibility changed	none		fan-out B16 round r1
R00033	CommonLua/Classes/ActionFX.lua	ActionFXObject.PlaceSingleFXObject	body	hand	3262	3368	:obj,spot,posx,posy,posz,angle,axisx,axisy,axisz	:obj,spot,posx,posy,posz,angle,axisx,axisy,axisz		commonlua	04-C	path CommonLua/**				3262-3358	3368-3464	B16	(d)	`self.AlwaysVisible` with `gofAlwaysRenderable` -> `self.AlwaysGatherForVisibility` with `gofAlwaysGatherForVisibility`	FX object × engine visibility flag	-	WORTH-READING: property renamed	none		fan-out B16 round r1
R00034	CommonLua/Classes/ActionFX.lua	ActionFXParticles.GetEditorDescInfo	added	hand		2483		:		commonlua	04-C	path CommonLua/**					2483-2485		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00035	CommonLua/Classes/ActionFX.lua	ActionFXParticles.PlaceSingleFXParticles	body	hand	2552	2650	:map,obj,spot,posx,posy,posz,angle,axisx,axisy,axisz	:map,obj,spot,posx,posy,posz,angle,axisx,axisy,axisz		commonlua	04-C	path CommonLua/**				2552-2653	2650-2751	B16	(d)	`self.AlwaysVisible` with `gofAlwaysRenderable` -> `self.AlwaysGatherForVisibility` with `gofAlwaysGatherForVisibility`	FX particles × engine visibility flag	-	WORTH-READING: property renamed, presets carrying AlwaysVisible lose it	none		fan-out B16 round r1
R00036	CommonLua/Classes/ActionFX.lua	ActionFXRadialBlur.GetEditorDescInfo	added	hand		3023		:		commonlua	04-C	path CommonLua/**					3023-3025		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00037	CommonLua/Classes/ActionFX.lua	ActionFXRadialBlur.TrackFX	removed	hand	2984		:			commonlua	04-C	path CommonLua/**				2984-2986			(e)*							not fanned out: class by kind (marked *), read by the owning link
R00038	CommonLua/Classes/ActionFX.lua	ActionFXSound.GetEditorDescInfo	added	hand		1795		:		commonlua	04-C	path CommonLua/**					1795-1797		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00039	CommonLua/Classes/ActionFX.lua	ActionFXSound.PlaceFXSound	body	hand	1775	1863	:actor,target,count,obj,spot,posx,posy,posz	:actor,target,count,obj,spot,posx,posy,posz		commonlua	04-C	path CommonLua/**				1775-1862	1863-1953	B16	(a)+(i)	tracked FX stops the previous `fx.sound_handle` with `FadeOut` before storing the new handle	none	GUARD+ `if fx.sound_handle then`	WORTH-READING: fixes leaked tracked sound handles	none		fan-out B16 round r1
R00040	CommonLua/Classes/ActionFX.lua	ActionFXSound.PlaceSingleFXSound	body	hand	1874	1965	:actor,target,idx,obj,spot,posx,posy,posz	:actor,target,idx,obj,spot,posx,posy,posz		commonlua	04-C	path CommonLua/**				1874-1952	1965-2046	B16	(a)	non-attached sounds return early when `GetFXMap(actor, target, obj) ~= CurrentMap`	FX sound × multi-map	-	WORTH-READING: off-map positional sounds suppressed	none		fan-out B16 round r1
R00041	CommonLua/Classes/ActionFX.lua	ActionFXSourcePropCombo	body	hand	4297	4411	.	.		commonlua	04-C	path CommonLua/**				4297-4314	4411-4422	B16	(a)	SourceProp combo gathered with `ForEachPreset("ActionFX")` skipping "" instead of walking `FXRules`	none	-	WORTH-READING: editor combo source changed	none		fan-out B16 round r1
R00042	CommonLua/Classes/ActionFX.lua	ActionFXSpotCombo	body	hand	4270	4388	.fx	.fx		commonlua	04-C	path CommonLua/**				4270-4295	4388-4409	B16	(a)	spot combo gathered with `ForEachPreset("ActionFX")` skipping "" instead of walking `FXRules` with `rawget(t3[i], "Spot")`	none	-	WORTH-READING: editor combo source changed	none		fan-out B16 round r1
R00043	CommonLua/Classes/ActionFX.lua	ActionFXUIParticles.GetEditorDescInfo	added	hand		2303		:		commonlua	04-C	path CommonLua/**					2303-2305		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00044	CommonLua/Classes/ActionFX.lua	ActionFXWindMod.PlaceFXWindMod	body	hand	2102	2188	:actor,target,count,obj,spot,posx,posy,posz,range_mod,strength_mod,speed_mod	:actor,target,count,obj,spot,posx,posy,posz,range_mod,strength_mod,speed_mod		commonlua	04-C	path CommonLua/**				2102-2148	2188-2240	B16	(f)	new `TargetSizeRef` property scales `strength_mod` by `target:GetRadius()`	FX wind mod × new property	-	WORTH-READING: new scaling input	none		fan-out B16 round r1
R00045	CommonLua/Classes/ActionFX.lua	ActionFXWindMod.TrackFX	removed	hand	2044		:			commonlua	04-C	path CommonLua/**				2044-2049			(e)*							not fanned out: class by kind (marked *), read by the owning link
R00046	CommonLua/Classes/ActionFX.lua	CameraObj.GetBBox	added	hand		4430		:		commonlua	04-C	path CommonLua/**					4430-4432		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00047	CommonLua/Classes/ActionFX.lua	CameraObj.TestRay	added	hand		4434		:pos,dir		commonlua	04-C	path CommonLua/**					4434-4436		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00048	CommonLua/Classes/ActionFX.lua	DebugFXPrint	body	hand	89	97	.actionFXClass,actionFXMoment,actorFXClass,targetFXClass	.actionFXClass,actionFXMoment,actorFXClass,targetFXClass		commonlua	04-C	path CommonLua/**				89-102	97-110	B16	(a)	debug print also fires when `DebugFXSelected` is set	none	-	CHURN: debug logging only	none		fan-out B16 round r1
R00049	CommonLua/Classes/ActionFX.lua	DebugMatchSelected	added	hand		117		.actor_obj,target_obj		commonlua	04-C	path CommonLua/**					117-120		(f)*							not fanned out: class by kind (marked *), read by the owning link
R00050	CommonLua/Classes/ActionFX.lua	FXOrient	body	hand	681	720	.fx_obj,posx,posy,posz,parent,spot,attach,axisx,axisy,axisz,angle,attach_offset	.fx_obj,posx,posy,posz,parent,spot,attach,axisx,axisy,axisz,angle,attach_offset		commonlua	04-C	path CommonLua/**				681-719	720-755	B16	(a)	`spot` defaults to `origin_spot` and is always passed to `Attach` and `GetSpotLocXYZ`/`GetSpotLocPosXYZ` (was spotless Attach and `spot or -1`)	none	-	WORTH-READING: default spot changes from -1 to origin_spot	none		fan-out B16 round r1
R00051	CommonLua/Classes/ActionFX.lua	FXOrientationFunctions.FaceActionPos	body	hand	574	611	.orientation_axis,source_obj,posx,posy,posz,preset_angle,actor,target,action_pos,action_dir	.orientation_axis,source_obj,posx,posy,posz,preset_angle,actor,target,action_pos,action_dir		commonlua	04-C	path CommonLua/**				574-586	611-624	B16	(a)	action position via `GetActionPos(action_pos)` so an object can supply the position	FX × ActionObj source	-	WORTH-READING: action_pos may now be an object	none		fan-out B16 round r1
R00052	CommonLua/Classes/ActionFX.lua	FXOrientationFunctions.FaceActionPos2D	body	hand	588	626	.orientation_axis,source_obj,posx,posy,posz,preset_angle,actor,target,action_pos,action_dir	.orientation_axis,source_obj,posx,posy,posz,preset_angle,actor,target,action_pos,action_dir		commonlua	04-C	path CommonLua/**				588-601	626-640	B16	(a)	same `GetActionPos(action_pos)` indirection for the 2D variant	FX × ActionObj source	-	WORTH-READING: action_pos may now be an object	none		fan-out B16 round r1
R00053	CommonLua/Classes/ActionFX.lua	GetActionPos	added	hand		502		.action_pos		commonlua	04-C	path CommonLua/**					502-508		(f)*							not fanned out: class by kind (marked *), read by the owning link
