# treediff.py v1.2 (2026-09-10, indented orphans covered; NOROWS) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python treediff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# NORMALISATION: CRLF->LF, trailing whitespace stripped per line; leading indentation KEPT; ⭐ COMMENTS ARE KEPT AND COUNT — a whitespace-only diff is NOT a row, a changed comment IS a row.
# DELIMITER: luafn.find_bodies, imported not re-implemented. Keys collapse `Class:Method` and `Class.Method`; the separator actually written is the first character of the sig columns.
# COVERAGE (v1.1): indent-0 declarations, five forms (function C:M / function C.M / function G / local function f / [local] x = function), PLUS every INDENTED declaration of those forms that lies OUTSIDE every enumerated span — table-field methods, sequence `Run = function(seq_state)` steps, file-level nested locals — keyed `name@<anchor>` and flagged INDENTED (ONE-LINE when the declaration closes itself: that row hashes its own line only, deliberately, so a neighbour's edit cannot re-hash it; the indent-0 pass keeps the delimiter's over-span untouched, checklist 135). Indented declarations INSIDE an enumerated span are covered by the outer body's hash and not listed. Orphans on the 1.1.0 side: 1050 in `hand` files, 1885 in `generated` (613 one-line); 1377 identical across the trees, 1910 rows. Total indented declarations for comparison: 8473 (4883 hand, 3590 generated). STILL NOT COVERED: every anonymous `function(` literal passed as an argument. ⛔ A function never emitted is not a function that did not change.
# FILES: changed=2437 identical=1963 added=166 removed=36 (DLC/ excluded: 151 paths). ⭐ MANIFEST RE-DERIVATION CONTROL vs chain README §0 (which counts DLC): 2437+7=2444 changed, 1963+5=1968 identical, 166+139=305 added, 36+0=36 removed — MATCHES; the 139 DLC adds are 138 `DLC/norman` + 1 `DLC/thomas`.
# FPK PARITY (EF-085, measured 2026-09-10): every `Lua/`, `CommonLua/` and `Data/` file in the archived 1.1.0 Src ships BYTE-IDENTICAL in Packs\Lua.fpk / Packs\Data.fpk — 0 divergent. ⇒ NO ROW CARRIES `FPK-DIVERGENT`, because there is nothing to flag. ⛔ That proves the bytes match, not that the game executes them (EF-078 stands).
# FUNCTIONS: 1.0.7=27762 1.1.0=30355 | IDENTICAL (counted, not listed)=23516 | SPAN-SUSPECT=441 declarations (the one-line-function trap, MEASURED — see the tool header; ⛔ NOT fixed here, a delimiter change re-hashes every SRC: pin in Code/) | MULTI=474 declarations | spans reaching EOF=567
# RENAME? is a HINT, never a verdict, and it is GUARDED: a partner needs >=4 distinct non-blank body lines and <=3 candidates. Rejected as too trivial to be evidence: 706 added rows (bodies like `end` or `return true`); rejected as ambiguous (one body, many partners): 0. Those are NOT `no match` — they are `too generic to say`.
# NOROWS (v1.2): every changed / added / removed .lua file (DLC/ excluded) for which INVENTORY.tsv has NO row. Added 2026-09-10 after link 02 found NVIDIA DLSS 2 -> 4 in a top-level DATA TABLE of `CommonLua/Core/options.lua` — a change neither instrument lists.
# ⛔ READ THIS AS A HOLE, NOT AS NOISE: 123 files are `reader=NONE` + `content=yes` — changed hand code that no instrument lists and that link 02, which partitions ROWS, cannot hand to any reader. Whoever owns their system diffs them AS TEXT. 1 more are `ws-only` (no row because nothing changed after normalisation) and 1413 are `generated` with content, which presetdiff reads at field level.
# WHY A HAND FILE CAN HAVE NO ROW: its change is in top-level data / config / const tables, in preset data stored outside the four `generated` prefixes (`CommonLua/Data/`, `CommonLua/Libs/*/Data/`), inside an anonymous `function(` literal, or in a declaration form the regex does not recognise. `lines_changed` (normalised +/- lines, hand files only) sizes the reading; it is not a verdict.
path	status	bucket	reader	content	lines_changed
CommonLua/Libs/MapGen/Data/MapGen/MapGen-SubProc.lua	changed	hand	NONE	yes	42
CommonLua/Libs/MapGen/Data/MapGen/MapGen-Tools.lua	changed	hand	NONE	yes	2
CommonLua/Libs/MapGen/Data/__const.lua	changed	hand	NONE	yes	6
CommonLua/Libs/Notifications/Data/XDef/DefaultNotification.lua	changed	hand	NONE	yes	23
CommonLua/Libs/Notifications/LabelNotificationPreset.lua	changed	hand	NONE	yes	4
CommonLua/Libs/Objectives/Data/MsgDef.lua	added	hand	NONE	yes	24
CommonLua/Libs/Objectives/Data/__load.lua	added	hand	NONE	yes	1
CommonLua/Libs/Paradox/Data/XDef/ParadoxAccountDialog.lua	changed	hand	NONE	yes	4
CommonLua/Libs/Paradox/Data/XDef/ParadoxAccountLogIn.lua	changed	hand	NONE	yes	9
CommonLua/Libs/Paradox/Data/XDef/ParadoxAccountSignUp.lua	changed	hand	NONE	yes	9
CommonLua/Libs/Paradox/Data/XDef/ParadoxUIActionBars.lua	changed	hand	NONE	yes	3
CommonLua/Libs/Research/ClassDefs/ClassDef-Conditions.generated.lua	changed	hand	NONE	yes	4
CommonLua/Libs/Research/ClassDefs/ClassDef-PresetDefs.generated.lua	changed	hand	NONE	yes	5
CommonLua/Libs/Research/Data/ClassDef-Conditions.lua	changed	hand	NONE	yes	10
CommonLua/Libs/Research/Data/ClassDef-Effects.lua	changed	hand	NONE	yes	4
CommonLua/Libs/Research/Data/ClassDef-PresetDefs.lua	changed	hand	NONE	yes	5
CommonLua/Libs/Research/Research.lua	changed	hand	NONE	yes	1
CommonLua/Libs/TriggersAndEvents/Data/XDef/XEventDialog.lua	changed	hand	NONE	yes	14
CommonLua/Libs/Tutorial/Data/XDef/TutorialHintPopup.lua	added	hand	NONE	yes	268
CommonLua/Libs/Tutorial/Data/XDef/TutorialListEntry.lua	added	hand	NONE	yes	94
CommonLua/Libs/Tutorial/Data/__load.lua	added	hand	NONE	yes	1
CommonLua/Libs/__DebugAdapter.lua	added	hand	NONE	yes	2
CommonLua/Libs/__DevToolsPrivate.lua	changed	hand	NONE	yes	3
CommonLua/Libs/__DevToolsPublic.lua	changed	hand	NONE	yes	3
CommonLua/NonDevStubs.lua	changed	hand	NONE	yes	5
CommonLua/Patterns.lua	changed	hand	NONE	yes	2
CommonLua/ThreePointLighting.lua	changed	hand	NONE	yes	31
CommonLua/UI/PluginUIs.lua	changed	hand	NONE	yes	3
CommonLua/X/XButton.lua	changed	hand	NONE	yes	1
CommonLua/X/XLabel.lua	changed	hand	NONE	yes	1
CommonLua/X/XShaderEffect.lua	changed	hand	NONE	yes	1
CommonLua/X/XTemplate.lua	changed	hand	NONE	yes	2
CommonLua/_EntityData.generated.lua	changed	hand	NONE	yes	32
CommonLua/_Stubs.lua	changed	hand	NONE	yes	2
Data/AmbientLife/VisitFastFoodRestaurant.lua	added	generated	presetdiff	yes	
Data/AmbientLife/VisitFoodStand.lua	added	generated	presetdiff	yes	
Data/AmbientLife/VisitGourmetRestaurant.lua	added	generated	presetdiff	yes	
Data/AmbientLife/Visittable1.lua	added	generated	presetdiff	yes	
Data/AmbientLife/WorkFarmSmall.lua	added	generated	presetdiff	yes	
Data/AmbientLife/WorkFoodStand.lua	added	generated	presetdiff	yes	
Data/Animal.lua	changed	generated	presetdiff	yes	
Data/AutoAttachPreset.lua	changed	generated	presetdiff	yes	
Data/BugReportTag.lua	changed	generated	presetdiff	yes	
Data/BuildCategory.lua	changed	generated	presetdiff	yes	
Data/BuildMenuSubcategory.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/AdvancedStirlingGenerator.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Amphitheater.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/AncientArtifact.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/AncientArtifactInterface.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Apartments.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Arcology.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/ArkPod.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/ArtWorkshop.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/ArtificialSun.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/AtomicBattery.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/AutomaticMetalsExtractor.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Battery_WaterFuelCell.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/BioroboticsWorkshop.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/BlackCubeDump.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/BlackCubeLargeMonument.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/BlackCubeMonolith.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/BlackCubeSmallMonument.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/BottomlessPit.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/BottomlessPitResearchCenter.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/CarbonateProcessor.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/CasinoComplex.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/CaveOfWonders.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/CloningVats.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/ConcretePlant.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/CoreHeatConvector.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/CorporateOffice.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/CrystalDecoration.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/CrystalsBig.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/CrystalsSmall.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DefenceTower.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Diner.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DomeBasic.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DomeDiamond.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DomeHexa.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DomeMedium.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DomeMega.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DomeMegaTrigon.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DomeMicro.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DomeOval.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DomeTrigon.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DragonRocket.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DroneFactory.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DroneHub.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DroneHubExtender.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/DropPod.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/EarthEmbassy.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/ElectricitySwitch.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Electrolyzer.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/ElectronicsFactory.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/ElectronicsFactory_Small.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Elevator.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Farm.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/ForeignAidRocket.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/ForeignTradeRocket.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/ForestationPlant.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/FountainLarge.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/FountainSmall.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/FuelFactory.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/FungalFarm.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/FusionReactor.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/GHGFactory.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/GameDeveloper.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/GardenAlleys_Medium.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/GardenAlleys_Small.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/GardenNatural_Large.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/GardenNatural_Medium.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/GardenNatural_Small.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/GardenStone.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/GeoscapeDome.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/HangingGardens.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/HospitalCCP1.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Hotel.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/HydroponicFarm.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Infirmary.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/InsidePasture.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/JumboCave.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/JumboCaveReinforcementStructure.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/JumperShuttleHub.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Lake.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LampProjector.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LanderRocket.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LanderRocketBuilding.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandingPad.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandscapeClearWasteRock.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandscapeLakeBig.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandscapeLakeHuge.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandscapeLakeMid.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandscapeLakeSmall.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandscapeRamp.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandscapeTerrace.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandscapeTextureMountains.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandscapeTextureRockDarkChaos.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandscapeTextureSandChaos.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandscapeTextureSandDark.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LandscapeTextureSandRed.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LargeNurseryCCP1.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LargeWaterTank.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LifesupportSwitch.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LightDecorationMedium.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LightDecorationSmall.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LightTrap.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LightTripod.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LivingQuarters.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LivingQuarters_Small.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LowGAmusementPark.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/LowGLab.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MDSLaser.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MOXIE.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MachinePartsFactory.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MachinePartsFactory_Small.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MagneticFieldGenerator.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MarsReservation.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MartianAssembly.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MartianAssemblyFake.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MartianUniversity.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MechanizedDepotConcrete.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MechanizedDepotElectronics.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MechanizedDepotFood.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MechanizedDepotFuel.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MechanizedDepotMachineParts.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MechanizedDepotMetals.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MechanizedDepotMysteryResource.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MechanizedDepotPolymers.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MechanizedDepotRareMetals.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MediaCenter.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MedicalCenter.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MedicalPostCCP1.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MegaMall.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MetalsExtractor.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MetalsRefinery.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MicroGAutoExtractor.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MicroGAutoExtractorExoticMinerals.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MicroGAutoExtractorMetals.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MicroGAutoExtractorRareMetals.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MicroGAutoWaterExtractor.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MicroGExtractor.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MicroGExtractorExoticMinerals.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MicroGExtractorMetals.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MicroGExtractorRareMetals.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MicroGHabitat.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MinistryEconomy.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MinistryInternalAffairs.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MinistryResearch.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MinistryTechnology.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MinistryWelfare.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MirrorSphereBuilding.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MoholeMine.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/MoistureVaporator.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/NaturalistHabitat.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/NetworkNode.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Nursery.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OmegaTelescope.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OpenAirGym.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OpenFarm.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OpenPasture.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OutsideBanner.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OutsideBannerLarge.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OutsideBannerSmall.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OutsideBanner_Asteroid.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OutsideLamp.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OutsideMonumentLarge.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OutsideMonumentSmall.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OutsideObelisk.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OutsideStatue.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OutsideStatueLarge.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OutsideStatueSmall.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OxygenTank.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/OxygenTank_Large.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/Passage.lua	changed	generated	presetdiff	yes	
Data/BuildingTemplate/PassageHub.lua	added	generated	presetdiff	yes	
